,Country Name,Country Code,Year,GDP (current US$),GDP growth (annual %),"GNI, Atlas method (current US$)",Gross capital formation (% of GDP),High-technology exports (% of manufactured exports),"Immunization, measles (% of children ages 12-23 months)",Income share held by lowest 20%,"Industry (including construction), value added (% of GDP)","Inflation, GDP deflator (annual %)","Life expectancy at birth, total (years)",Population growth (annual %),Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),"School enrollment, primary and secondary (gross), gender parity index (GPI)","Total debt service (% of exports of goods, services and primary income)",income,gdp_growth,inequality,inflation,life_exp,poverty,school_enroll,income_num,gdp_growth_num,inequality_num,inflation_num,life_exp_num,poverty_num,school_enroll_num
0,Afghanistan,AFG,2015,19134221644.7325,1.45131466066431,20114103580.5321,,,62.0,,22.1240424906926,2.44756300147404,62.27,3.11995924146907,,,0.6423299908638,3.29960835203606,low,low,,high,very low,,very low,1.0,1.0,2.0,3.0,0.0,1.0,0.0
1,Afghanistan,AFG,2016,18116572395.0772,2.26031420279821,19449602244.5449,,,64.0,,10.4668076938201,-2.19752646733461,62.646,2.53571991833963,,54.5,0.645669996738434,4.333403208221,low,low,,very high,very low,,very low,1.0,1.0,2.0,4.0,0.0,1.0,0.0
2,Afghanistan,AFG,2017,18753456497.8159,2.6470032027451,19032212583.775,,,64.0,,10.0518739969063,2.40365618765746,62.406,2.80833730805469,,,0.641690015792847,4.35357201508207,low,medium,,high,very low,,very low,1.0,2.0,2.0,3.0,0.0,1.0,0.0
3,Afghanistan,AFG,2018,18053222687.4126,1.18922812944517,19092091282.3498,,0.0,66.0,,13.3872469597976,2.07134857783487,62.443,2.91080959861384,,,0.636020004749298,3.32380000211032,low,low,,high,very low,,very low,1.0,1.0,2.0,3.0,0.0,1.0,0.0
4,Afghanistan,AFG,2019,18799444490.1128,3.91160341625552,19698775580.2624,,0.0,57.0,,14.0581123697768,6.52147984832531,62.941,2.98438913621969,,47.1,,2.97423809266455,low,high,,low,very low,,,1.0,3.0,2.0,1.0,0.0,1.0,2.0
5,Afghanistan,AFG,2020,19955929052.1496,-2.35110067203466,19236860322.2919,11.5,,57.0,,12.9525996015547,6.9629462552564,61.454,3.15360920291972,,,,2.67397501265809,low,very low,,low,very low,,,1.0,0.0,2.0,1.0,0.0,1.0,2.0
6,Afghanistan,AFG,2021,14259995441.0759,-20.7388393676343,15384996781.5891,13.0,,51.0,,14.2736570191788,2.83899625081041,60.417,2.35609779179185,,,,,low,very low,,medium,very low,,,1.0,0.0,2.0,2.0,0.0,1.0,2.0
7,Afghanistan,AFG,2022,14497243872.1337,-6.24017199240269,14887595113.2198,16.7,,56.0,,16.0503677223963,9.40623933931322,65.617,1.43570437048699,,,,,low,very low,,very low,low,,,1.0,0.0,2.0,0.0,1.0,1.0,2.0
8,Afghanistan,AFG,2023,17152234636.8715,2.26694373649188,15544811236.1544,15.2924823859473,,55.0,,13.4498227120978,2.92366213121669,66.035,2.13559384981397,,,,,low,low,,medium,low,,,1.0,1.0,2.0,2.0,1.0,1.0,2.0
9,Afghanistan,AFG,2024,,,,,,55.0,,,,,2.83657317243522,,,,,,,,,,,,2.0,,,,,,
10,Africa Eastern and Southern,AFE,2015,910002035578.038,2.93402965863687,941370372190.726,23.4757442708219,6.32738412582609,74.9218948103417,,24.8785505777961,5.4351166708285,61.713030523495,2.69683038788555,,,0.939180016517639,,high,medium,,low,very low,,very low,3.0,2.0,2.0,1.0,0.0,3.0,0.0
11,Africa Eastern and Southern,AFE,2016,831868076442.431,2.13011703002091,876417718877.156,22.044763764198,6.1599188168255,73.3576264307316,,24.748444475518,6.85841639829724,62.1679813169199,2.64074325542301,,,0.944530010223389,,high,low,,low,very low,,very low,3.0,1.0,2.0,1.0,0.0,3.0,0.0
12,Africa Eastern and Southern,AFE,2017,978076465866.452,2.67752389715308,877361968152.479,22.0297596320011,5.85946453200012,73.868486258846,,25.3937369507361,6.07507209721174,62.5912750961501,2.64206728810391,,,0.943430006504059,,high,medium,,low,very low,,very low,3.0,2.0,2.0,1.0,0.0,3.0,0.0
13,Africa Eastern and Southern,AFE,2018,1020955778298.17,2.70519413363353,944475890740.675,21.8468381138064,6.64323197616485,74.3573875840774,,26.172562623672,4.32175867770079,63.3306913582336,2.73426282366823,,,0.940410017967224,,high,medium,,low,very low,,very low,3.0,2.0,2.0,1.0,0.0,3.0,0.0
14,Africa Eastern and Southern,AFE,2019,1018714795912.35,2.03007686221603,1015275124050.66,22.0030443460918,6.87392275423164,75.10350492525,,26.0330206191942,4.38367304846358,63.8572612837043,2.72168052257397,,,0.941209971904755,,high,low,,low,very low,,very low,3.0,1.0,2.0,1.0,0.0,3.0,0.0
15,Africa Eastern and Southern,AFE,2020,938607563405.087,-2.81757208724623,967682368587.108,19.6988732723162,6.04270815664808,73.2448201523645,,25.0956185656564,5.37528980301067,63.7664840026943,2.69951609745311,,,0.944029986858368,,high,very low,,low,very low,,very low,3.0,0.0,2.0,1.0,0.0,3.0,0.0
16,Africa Eastern and Southern,AFE,2021,1114144799994.21,4.57877206871177,1050390215628.09,19.656775067568,5.15041888252029,70.4742768986038,,25.9427857270268,6.08815281184378,62.9799991857494,2.6494391643563,,,,,high,high,,low,very low,,,3.0,3.0,2.0,1.0,0.0,3.0,2.0
17,Africa Eastern and Southern,AFE,2022,1228967879390.01,3.72271692296214,1148354613464.29,20.4555471479547,6.28659857605189,71.5710067246636,,26.3210526613761,9.0101344503435,64.4870195456608,2.59275445199729,,,,,high,medium,,very low,very low,,,3.0,2.0,2.0,0.0,0.0,3.0,2.0
18,Africa Eastern and Southern,AFE,2023,1179359054880.45,1.9311603523693,1202411182110.89,19.6138401928151,5.69838955731562,70.484278136466,,26.4166896198758,6.92132238472385,65.1461543479959,2.51916664518144,,,,,high,low,,low,very low,,,3.0,1.0,2.0,1.0,0.0,3.0,2.0
19,Africa Eastern and Southern,AFE,2024,1242693542929.85,2.76383869054277,1214774196488.38,18.4479364351501,5.92482474373175,70.4000900630882,,25.9484293974406,6.07763302858837,,2.47280147854539,,,,,high,medium,,low,,,,3.0,2.0,2.0,1.0,3.0,3.0,2.0
20,Africa Western and Central,AFW,2015,778022057597.448,2.93286367242145,831860412998.118,,5.08608635837725,58.4023582703789,,23.152227373643,1.91155452817166,56.0383356484355,2.69935903335602,,,0.9166100025177,,high,medium,,high,very low,,very low,3.0,2.0,2.0,3.0,0.0,3.0,0.0
21,Africa Western and Central,AFW,2016,700028168335.244,0.194316483405615,758386740021.629,,3.81519345293899,61.341725898591,,21.5173149706202,1.736323129284,56.3924518507367,2.67291294656133,,,0.909860014915466,,high,very low,,high,very low,,very low,3.0,0.0,2.0,3.0,0.0,3.0,0.0
22,Africa Western and Central,AFW,2017,694051345937.233,2.29634886599959,698509241518.348,,4.73346320846066,64.1301869591889,,24.42401180708,1.86805952858041,56.6264388112566,2.62629564056769,,,0.923009991645813,,high,low,,high,very low,,very low,3.0,1.0,2.0,3.0,0.0,3.0,0.0
23,Africa Western and Central,AFW,2018,777840323023.311,2.90466430784954,729888951398.594,,5.60225071628043,64.6016606406063,,26.6968365569618,2.15033893298982,57.036976441386,2.53362052736347,,,0.935490012168884,,high,medium,,high,very low,,very low,3.0,2.0,2.0,3.0,0.0,3.0,0.0
24,Africa Western and Central,AFW,2019,1026996211935.8,3.28168276850104,826707484813.005,,5.41538762896271,65.3255201996163,,23.3347838450209,1.35862850854981,57.1498467555118,2.44004800908883,,,0.934909999370575,,high,medium,,high,very low,,very low,3.0,2.0,2.0,3.0,0.0,3.0,0.0
25,Africa Western and Central,AFW,2020,963784699293.976,-3.73062984236253,887313094625.155,,,64.8070361793759,,21.2395036083466,1.9052718249993,57.3644254011107,2.38917570433681,,,,,high,very low,,high,very low,,,3.0,0.0,2.0,3.0,0.0,3.0,2.0
26,Africa Western and Central,AFW,2021,1026651004045.79,2.54969083217036,1013858868613.99,,3.56375377538734,64.6474016902092,,21.9220901239411,4.95938798193526,57.3625716910274,2.3638289749527,,,,,high,medium,,low,very low,,,3.0,2.0,2.0,1.0,0.0,3.0,2.0
27,Africa Western and Central,AFW,2022,1063649130876.99,4.47279468511532,1071197470361.29,,3.89073031636054,61.6980210296541,,23.0816586357113,6.97625920341339,57.9878133945189,2.33227039388145,,,,,high,high,,low,very low,,,3.0,3.0,2.0,1.0,0.0,3.0,2.0
28,Africa Western and Central,AFW,2023,938238370514.198,3.66242752919044,1024627548020.31,,3.14322306755451,65.0487894056618,,23.1898778620108,3.57380956363149,58.8557215483277,2.38620356038992,,,,,high,medium,,medium,very low,,,3.0,2.0,2.0,2.0,0.0,3.0,2.0
29,Africa Western and Central,AFW,2024,736384961061.523,4.5856736208091,847509937448.581,,,67.1166199360164,,24.1765434821094,4.02724479557765,,2.39847314152298,,,,,high,high,,medium,,,,3.0,3.0,2.0,2.0,3.0,3.0,2.0
30,Albania,ALB,2015,11470171826.9575,2.2277040745779,12714934799.9934,27.8134648405134,1.63419036731371,97.0,7.7,24.4814091473313,0.771576290611591,78.358,-1.54312006878448,1.1,,0.982420027256012,33.5285463236996,low,low,high,very high,high,medium,low,1.0,1.0,3.0,4.0,3.0,2.0,1.0
31,Albania,ALB,2016,11988668784.6628,3.90893551362245,12563436494.2492,26.814346013014,0.784313365143227,96.0,7.3,23.8670178864359,-0.864265221201691,78.643,-1.54313470861992,1.1,23.7,0.993550002574921,15.2354342786112,low,high,medium,very high,high,medium,low,1.0,3.0,2.0,4.0,3.0,2.0,1.0
32,Albania,ALB,2017,13258268435.6048,3.28317593330073,12458216631.2917,27.657593194662,0.0884579218158484,96.0,7.6,22.9533327106507,2.72506918540461,78.9,-1.54315156766944,1.4,23.4,1.00432002544403,11.1448259863343,low,medium,high,medium,high,medium,medium,1.0,2.0,3.0,2.0,3.0,2.0,2.0
33,Albania,ALB,2018,15379508329.7568,3.67141928098908,14077582876.9162,27.1252994132038,0.0447019828200661,94.0,7.9,23.7535886253159,1.45328722509015,79.238,-1.54309991591532,1.0,23.0,1.01730000972748,20.6761205604885,low,medium,high,high,high,medium,high,1.0,2.0,3.0,3.0,3.0,2.0,3.0
34,Albania,ALB,2019,15585111614.0376,2.06257790176122,15139841853.9319,25.2875256073276,0.128427412960995,95.0,8.5,22.9655210859374,1.00063285556122,79.467,-1.54313709096794,0.3,21.8,1.018630027771,11.6000415822134,low,low,high,very high,very high,high,very high,1.0,1.0,3.0,4.0,4.0,3.0,4.0
35,Albania,ALB,2020,15241458744.5927,-3.31375636888916,15103523135.9606,26.2183472454095,0.285854495639881,91.0,8.4,23.4687164183412,0.0410649985799267,77.824,-1.54315589345436,0.3,22.0,1.02399003505707,29.7327896535043,low,very low,high,very high,high,high,very high,1.0,0.0,3.0,4.0,3.0,3.0,4.0
36,Albania,ALB,2021,18031989573.0294,8.96957619074095,17282883860.6136,28.6722669213413,0.419509988977299,87.0,,22.4341412350759,3.4442567503793,76.844,-1.54312080996395,,20.6,1.02570998668671,14.5720229004701,low,very high,,medium,high,,very high,1.0,4.0,2.0,2.0,3.0,1.0,4.0
37,Albania,ALB,2022,19017247013.8821,4.8268006234359,18934768339.3555,26.8023654741294,0.0596409977568037,86.0,,23.0250522159549,9.86160992016288,78.769,-1.54315667695786,,19.7,,9.18516585280181,low,high,,very low,high,,,1.0,3.0,2.0,0.0,3.0,1.0,2.0
38,Albania,ALB,2023,23491242727.4082,4.01541716935742,21083372921.2899,23.4392861436214,0.682326849473647,83.0,,23.160711973189,5.73390704564409,79.602,-1.54310811387613,,,,8.54481299685541,low,high,,low,very high,,,1.0,3.0,2.0,1.0,4.0,1.0,2.0
39,Albania,ALB,2024,27046429296.6673,4.04592845095348,23560575241.688,24.9514965978049,1.52935344981595,81.0,,22.4011031082403,2.35318090275747,,-1.54314393524594,,,,8.00915421288433,low,high,,high,,,,1.0,3.0,2.0,3.0,1.0,1.0,2.0
40,Algeria,DZA,2015,187493855609.345,3.20000000089023,215806846087.442,51.779612559441,0.233281066486999,95.0,,32.7565009315894,-4.98674479608955,75.159,2.05624795728459,,,,1.72343736396926,high,medium,,very high,medium,,,3.0,2.0,2.0,4.0,2.0,3.0,2.0
41,Algeria,DZA,2016,180763839522.151,3.90000000017621,201027370828.171,51.6415142855742,0.489614088330072,94.0,,32.205164049828,0.856688224051865,75.31,2.05569111181654,,,,1.01404269029051,high,high,,very high,high,,,3.0,3.0,2.0,4.0,3.0,3.0,2.0
42,Algeria,DZA,2017,189880896903.073,1.49999999895587,185015661644.63,48.2675922575805,0.960396672710236,88.0,,33.4766949498416,4.93800729574315,75.431,2.03200060784518,,,,0.599991543214634,high,low,,low,high,,,3.0,1.0,2.0,1.0,3.0,3.0,2.0
43,Algeria,DZA,2018,194554483655.528,1.40000000088281,189280929890.865,46.4568594962626,,80.0,,35.3432586054084,6.16467836389162,75.555,1.93780623340147,,,,0.476882884742504,high,low,,low,high,,,3.0,1.0,2.0,1.0,3.0,3.0,2.0
44,Algeria,DZA,2019,193459662090.677,0.899999999219148,194060473548.472,44.6295617875004,,80.0,,33.5743211841578,0.882992828847023,75.682,1.84041291439333,,,,0.491760656376484,high,low,,very high,high,,,3.0,1.0,2.0,4.0,3.0,3.0,2.0
45,Algeria,DZA,2020,164873415325.201,-4.99999999908597,177026869490.0,42.9493576825015,,80.0,,30.0235803787213,-4.7113839171413,73.257,1.71191216459393,,,,0.679786418584712,medium,very low,,very high,medium,,,2.0,0.0,1.0,4.0,2.0,2.0,2.0
46,Algeria,DZA,2021,186231205262.082,3.79999999900707,184232161628.21,39.146266285101,,79.0,,36.3214812457704,15.9325995902386,75.208,1.61936460233826,,,,0.451864627527454,medium,medium,,very low,high,,,2.0,2.0,1.0,0.0,3.0,2.0,2.0
47,Algeria,DZA,2022,225581644702.568,3.60000000094915,201439490241.728,35.0979536992694,,79.0,,43.0521306240802,22.9203055988744,76.129,1.58758210690673,,,,0.426551111107604,high,medium,,very low,high,,,3.0,2.0,2.0,0.0,3.0,3.0,2.0
48,Algeria,DZA,2023,247923887214.655,4.10000000005964,228552116917.904,37.6168765143841,,99.0,,37.5476547378243,1.00153139964416,76.261,1.49897601193923,,,,0.756757789102277,high,high,,very high,high,,,3.0,3.0,2.0,4.0,3.0,3.0,2.0
49,Algeria,DZA,2024,269322281664.773,3.69999999907979,251551532440.653,41.098075603421,,94.0,,36.1956789537864,3.37497744499591,,1.39838651912702,,,,0.797700031642401,high,medium,,medium,,,,3.0,2.0,2.0,2.0,3.0,3.0,2.0
50,American Samoa,ASM,2015,673000000.0,3.14960629921259,,,,,,,1.4697327650683,72.654,-1.10585645130594,,,,,,medium,,high,medium,,,2.0,2.0,,3.0,2.0,,
51,American Samoa,ASM,2016,671000000.0,-1.67938931297709,,,,,,,1.40582171236608,72.64,-1.20431808595042,,,,,,very low,,high,medium,,,2.0,0.0,,3.0,2.0,,
52,American Samoa,ASM,2017,612000000.0,-6.98757763975155,,,,,,,-1.94089005769675,72.801,-1.26938746413556,,,,,,very low,,very high,medium,,,2.0,0.0,,4.0,2.0,,
53,American Samoa,ASM,2018,639000000.0,2.6711185308848,,,,,,,1.69536107125778,72.794,-1.32302357149178,,,,,,medium,,high,medium,,,2.0,2.0,,3.0,2.0,,
54,American Samoa,ASM,2019,647000000.0,-0.487804878048777,,,,,,,1.74828930007058,72.751,-1.38257886328442,,,,,,very low,,high,medium,,,2.0,0.0,,3.0,2.0,,
55,American Samoa,ASM,2020,721000000.0,4.41176470588236,,,,,,,6.72878072142282,72.672,-0.896274880494128,,,,,,high,,low,medium,,,2.0,3.0,,1.0,2.0,,
56,American Samoa,ASM,2021,750000000.0,-0.782472613458523,,,,,,,4.8425556863277,72.708,-1.0829920166826,,,,,,very low,,low,medium,,,2.0,0.0,,1.0,2.0,,
57,American Samoa,ASM,2022,871000000.0,1.73501577287065,,,,,,,14.1527648578811,72.752,-1.81008765020754,,,,,,low,,very low,medium,,,2.0,1.0,,0.0,2.0,,
58,American Samoa,ASM,2023,,,,,,,,,,72.852,-1.71290294190977,,,,,,,,,medium,,,2.0,,,,2.0,,
59,American Samoa,ASM,2024,,,,,,,,,,,-1.60366587175019,,,,,,,,,,,,2.0,,,,,,
60,Andorra,AND,2015,2789882569.1005,1.43414039522716,,,22.6455691893207,96.0,,9.98126871637019,0.660588959137868,84.532,-2.14248382559065,,,,,,low,,very high,very high,,,2.0,1.0,,4.0,4.0,,
61,Andorra,AND,2016,2896611878.6258,3.70967806978986,,,24.4309106376305,97.0,,10.1407794073814,0.347795381575793,84.489,0.0096983131938399,,,,,,medium,,very high,very high,,,2.0,2.0,,4.0,4.0,,
62,Andorra,AND,2017,3000160414.63795,0.346071889630295,,,23.2513189546623,99.0,,10.3955176672591,1.13650934319639,84.359,2.16803975005007,,,,,,very low,,very high,very high,,,2.0,0.0,,4.0,4.0,,
63,Andorra,AND,2018,3218418631.67579,1.58876549046354,,,28.4603950348388,99.0,,11.0763337210625,1.01247848005298,84.242,1.87885332176802,,,,,,low,,very high,very high,,,2.0,1.0,,4.0,4.0,,
64,Andorra,AND,2019,3155150255.91195,2.01554763848308,3552046067.41742,,32.5215915853416,99.0,,11.6998176283166,1.37475350829189,84.098,1.73050296926809,,,,,very low,low,,high,very high,,,0.0,1.0,1.5,3.0,4.0,1.0,3.0
65,Andorra,AND,2020,2891002460.29153,-11.1839399355384,3284843408.15317,,23.0406088299837,98.0,,12.6601582717327,1.11378607410401,79.418,1.17775354895761,,,,,very low,very low,,very high,high,,,0.0,0.0,1.5,4.0,3.0,1.0,3.0
66,Andorra,AND,2021,3324648075.56293,8.28677879049404,3504795324.36005,,24.3806762508654,99.0,,12.3626363853047,2.5588606935971,82.331,1.26362889534188,,,,,very low,very high,,high,very high,,,0.0,4.0,1.5,3.0,4.0,1.0,3.0
67,Andorra,AND,2022,3380611694.73392,9.56461225648184,3793607278.9206,,13.3076613572665,98.0,,11.1453411041301,4.23665226454663,84.016,1.69676808598242,,,,,very low,very high,,medium,very high,,,0.0,4.0,1.5,2.0,4.0,1.0,3.0
68,Andorra,AND,2023,3785065524.84754,2.58355480961319,3874341192.64384,,21.4346319155008,99.0,,12.4282261796617,6.29560082401824,84.041,1.43374756867515,,,,,very low,medium,,low,very high,,,0.0,2.0,1.5,1.0,4.0,1.0,3.0
69,Andorra,AND,2024,4039842405.48117,3.37182032638998,3897963253.45046,,,98.0,,12.7530228782248,3.14365541697994,,1.32930689449906,,,,,very low,medium,,medium,,,,0.0,2.0,1.5,2.0,1.0,1.0,3.0
70,Angola,AGO,2015,102543067840.732,0.763177710914789,125303888194.457,29.1086095935763,12.6044858942473,52.0,,36.7338841349078,-2.95734582640344,61.042,3.60507162233632,,,,24.7853019209701,medium,low,,very high,very low,,,2.0,1.0,1.0,4.0,0.0,2.0,2.0
71,Angola,AGO,2016,59878249719.3279,-1.70053036291208,85029884361.6455,30.134293482854,12.9883050935056,49.0,,37.3943513261608,20.8727031796989,61.619,3.57644143982026,,,,38.0756437635118,medium,very low,,very low,very low,,,2.0,0.0,1.0,0.0,0.0,2.0,2.0
72,Angola,AGO,2017,84376935689.3366,-0.149396225571834,72612745757.5845,29.1829432051553,19.3839506955365,47.0,,37.0989345106935,23.7128061508132,62.122,3.54061221486272,,,,25.4292237629753,medium,very low,,very low,very low,,,2.0,0.0,1.0,0.0,0.0,2.0,2.0
73,Angola,AGO,2018,89512794227.495,-0.59441122698307,70901568583.4435,24.2002490160737,23.3127754550372,56.0,3.8,41.1891594014386,25.1941561527886,62.622,3.45323300897802,39.3,32.3,,28.5353974870477,medium,very low,very low,very low,very low,very low,,2.0,0.0,0.0,0.0,0.0,0.0,2.0
74,Angola,AGO,2019,80734428592.5368,-0.204680245744115,79082926100.2829,24.6757736004733,27.4965016903098,59.0,,42.2251045134162,19.865887523588,63.051,3.38788422184303,,,,29.9160622680195,medium,very low,,very low,very low,,,2.0,0.0,1.0,0.0,0.0,2.0,2.0
75,Angola,AGO,2020,58852456453.8769,-4.04244724639663,67572545665.5389,19.6439562319095,23.3946213847164,54.0,,36.7098511285088,16.0635806527472,63.116,3.26795864914978,,,,36.2643591957246,medium,very low,,very low,very low,,,2.0,0.0,1.0,0.0,0.0,2.0,2.0
76,Angola,AGO,2021,79559543805.2963,2.10275251923413,68869476926.7654,15.9851660648707,16.1269540436105,48.0,,38.1721950958541,35.6536922843777,62.958,3.18132259995095,,,,29.2509172416252,medium,low,,very low,very low,,,2.0,1.0,1.0,0.0,0.0,2.0,2.0
77,Angola,AGO,2022,131212208930.344,4.21600258475137,83435815174.3546,14.1769859541901,22.0635039995781,50.0,,34.9333591780179,18.1217716217607,64.246,3.14302612044601,,,,30.3800197632965,medium,high,,very low,very low,,,2.0,3.0,1.0,0.0,0.0,2.0,2.0
78,Angola,AGO,2023,107167747140.127,1.26330814020108,99089500909.8148,12.3076318613212,23.4714139423334,63.0,,35.1292267229987,17.9292334566891,64.617,3.08065530722915,,,,33.4545527405695,medium,low,,very low,very low,,,2.0,1.0,1.0,0.0,0.0,2.0,2.0
79,Angola,AGO,2024,100998916781.079,4.42390664406875,107693478234.119,10.4110011927256,16.6897206933082,53.0,,34.56731745622,24.6045843466503,,3.04419972245653,,,,28.9122414363047,medium,high,,very low,,,,2.0,3.0,1.0,0.0,2.0,2.0,2.0
80,Antigua and Barbuda,ATG,2015,1437485185.18519,1.42161997595372,1301281332.54,,0.0,91.0,,15.9280224466081,2.80180153658335,76.892,0.722892009464778,,,0.990040004253387,,very low,low,,medium,high,,low,0.0,1.0,1.5,2.0,3.0,1.0,1.0
81,Antigua and Barbuda,ATG,2016,1489603703.7037,4.1203675438061,1356337300.99126,,0.0260556980755776,88.0,,17.7641082763748,-0.475117518871471,76.968,0.624381829779871,,,,,very low,high,,very high,high,,,0.0,3.0,1.5,4.0,3.0,1.0,3.0
82,Antigua and Barbuda,ATG,2017,1534855555.55556,2.71272657973627,1434595321.76569,,0.375050371986813,99.0,,18.8045201502856,0.31653179289151,77.03,0.553103046635761,,,0.979359984397888,,very low,medium,,very high,high,,low,0.0,2.0,1.5,4.0,3.0,1.0,1.0
83,Antigua and Barbuda,ATG,2018,1661529629.62963,6.71200487159726,1587810201.8617,,0.613426844678628,96.0,,20.6520988023085,1.44421842084309,77.132,0.504979187034594,,,0.979240000247955,,very low,very high,,high,high,,low,0.0,4.0,1.5,3.0,3.0,1.0,1.0
84,Antigua and Barbuda,ATG,2019,1726448148.14815,3.1722219373937,1667846619.26974,,0.0,97.0,,21.0807459545502,0.712335041612306,77.168,0.480553889847623,,,,,very low,medium,,very high,high,,,0.0,2.0,1.5,4.0,3.0,1.0,3.0
85,Antigua and Barbuda,ATG,2020,1411637037.03704,-18.8687765208148,1419730750.60473,,0.0,89.0,,21.1209995224877,0.781653570303064,77.161,0.526173366134419,,,,,very low,very low,,very high,high,,,0.0,0.0,1.5,4.0,3.0,1.0,3.0
86,Antigua and Barbuda,ATG,2021,1602125925.92593,8.17286311186622,1538259330.55957,,0.0,85.0,,20.4832005622159,4.91927458082348,77.197,0.546161676855974,,,,,very low,very high,,low,high,,,0.0,4.0,1.5,1.0,3.0,1.0,3.0
87,Antigua and Barbuda,ATG,2022,1866566666.66667,9.10780623385958,1747549810.13697,,0.0,99.0,,19.6581959747844,6.78027470784266,77.483,0.530270318994476,,,,,very low,very high,,low,high,,,0.0,4.0,1.5,1.0,3.0,1.0,3.0
88,Antigua and Barbuda,ATG,2023,2005785185.18518,2.42736300110336,1863548427.12578,,0.0,94.0,,18.9871150486925,4.91194084907252,77.598,0.511400156215609,,,,,very low,medium,,low,high,,,0.0,2.0,1.5,1.0,3.0,1.0,3.0
89,Antigua and Barbuda,ATG,2024,2207622874.07407,3.65638765956977,1983352461.89351,,0.0,97.0,,,6.18040953916392,,0.487472101887911,,,,,very low,medium,,low,,,,0.0,2.0,1.5,1.0,1.0,1.0,3.0
90,Arab World,ARB,2015,2580328583417.41,3.35080366726505,2845347036189.79,27.1020992913825,2.82554820828916,83.7727683149625,,40.4265373349113,-2.11499706876131,70.6580123695192,2.4580221910701,,,0.944939970970154,,very high,medium,,very high,low,,very low,4.0,2.0,2.0,4.0,1.0,2.0,0.0
91,Arab World,ARB,2016,2536564595458.87,3.57286827951262,2720050461020.12,26.6537123894546,1.86695123575164,85.9158857943735,,38.155994879331,0.920589535113145,70.8964881164428,2.31761538561915,,,0.942539989948273,,very high,medium,,very high,low,,very low,4.0,2.0,2.0,4.0,1.0,2.0,0.0
92,Arab World,ARB,2017,2611323720520.0,1.32901000226768,2590652063586.15,25.963007389019,1.74789923154486,85.1220209691553,,40.7677492984881,4.81838081736047,71.1128560080647,2.00626985832883,,,0.9444500207901,,very high,low,,low,low,,very low,4.0,1.0,2.0,1.0,1.0,2.0,0.0
93,Arab World,ARB,2018,2920829737234.67,2.67255324455269,2759409808384.75,24.9831193025342,2.08076108641047,83.7870732517208,,44.5307863776535,6.86619217644054,71.4312997859137,1.77768190401844,,,0.948260009288788,,very high,medium,,low,medium,,very low,4.0,2.0,2.0,1.0,2.0,2.0,0.0
94,Arab World,ARB,2019,2965285548936.01,1.74778112240244,2928068958409.55,25.9850644941023,2.00064546353395,83.9627132609503,,42.4378832257503,2.36623106515972,71.8398932674972,1.88201603418311,,,0.949790000915527,,very high,low,,high,medium,,very low,4.0,1.0,2.0,3.0,2.0,2.0,0.0
95,Arab World,ARB,2020,2604104981819.8,-5.30102786914752,2750619694132.99,24.2500330678182,4.25337496633976,82.9925451267178,,36.2480477287924,0.361568755074615,70.7265588103862,2.10294522896747,,,0.953429996967316,,very high,very low,,very high,low,,very low,4.0,0.0,2.0,4.0,1.0,2.0,0.0
96,Arab World,ARB,2021,3085141461685.6,4.43160883511413,2981646415048.03,24.8399026020341,4.51877895141121,81.5697048750454,,42.7339657537053,12.6339579036469,70.4041144889903,1.51437547360799,,,,,very high,high,,very low,low,,,4.0,3.0,2.0,0.0,1.0,2.0,2.0
97,Arab World,ARB,2022,3747416641077.46,7.00775934349392,3431122724261.51,24.8741040525192,4.47128005866468,82.9644104556824,,48.6378194883718,12.5905385460828,71.8760955992222,2.29741398218854,,,,,very high,very high,,very low,medium,,,4.0,4.0,2.0,0.0,2.0,2.0,2.0
98,Arab World,ARB,2023,3622495663981.78,1.63495022269882,3687813498115.85,26.1509389803015,4.96255409646317,80.1086142018743,,44.6115100409235,2.06180272209754,72.4446783578531,2.25586602644063,,,,,very high,low,,high,medium,,,4.0,1.0,2.0,3.0,2.0,2.0,2.0
99,Arab World,ARB,2024,3735881442514.35,1.70353102787844,3768651028634.17,26.811978102776,,78.6072581706376,,42.7242298538505,4.16750069443065,,2.15591676300777,,,,,very high,low,,medium,,,,4.0,1.0,2.0,2.0,2.0,2.0,2.0
100,Argentina,ARG,2015,594749285413.212,2.73115982828944,543279945585.475,17.0707048841583,9.22572828013488,89.0,,23.153056135905,26.5799916024707,76.6,1.04725888735726,,,1.02838003635406,24.7334756900606,high,medium,,very low,high,,very high,3.0,2.0,2.0,0.0,3.0,3.0,4.0
101,Argentina,ARG,2016,557532320662.955,-2.08032784377811,532504167159.506,17.6632278606203,8.9823994804111,90.0,4.9,22.0541072112108,41.1193799882279,76.105,0.968911125580978,1.3,30.3,1.02081000804901,34.9280137137276,high,very low,very low,very low,high,medium,very high,3.0,0.0,0.0,0.0,3.0,2.0,4.0
102,Argentina,ARG,2017,643628393281.364,2.81850297775918,578798149500.896,18.2125671747754,9.20544177021613,90.0,5.0,21.782123219335,26.0063792819079,76.543,0.881249595012674,1.1,25.7,1.01962995529175,51.7299119817311,high,medium,very low,very low,high,medium,very high,3.0,2.0,0.0,0.0,3.0,2.0,4.0
